Timestamp,Raw_ADC,Impedance_Ohms,Adulteration_Type,Accuracy_Pct,Real_Time_pH,Safety_Score,Fat_Pct,Action_Directive,Countertop_Timer_Hrs,Fridge_Timer_Hrs
2026-09-01 15:56:28,513,551.32,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.4,81.6
2026-09-01 15:56:28,516,553.96,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.3,79.2
2026-09-01 15:56:29,510,548.68,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.6,86.4
2026-09-01 15:56:29,503,542.52,PURE MILK (UNADULTERATED),75.0,6.66,95,6.5,Safe for Consumption,2.9,93.6
2026-09-01 15:56:30,509,547.8,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.6,86.4
2026-09-01 15:56:30,538,573.31,PURE MILK (UNADULTERATED),55.0,6.61,92,6.5,Safe for Consumption,1.3,55.2
2026-09-01 15:56:31,534,569.79,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.5,60.0
2026-09-01 15:56:31,474,517.01,PURE MILK (UNADULTERATED),75.0,6.69,98,6.18,Safe for Consumption,4.1,122.4
2026-09-01 15:56:32,487,528.45,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.6,110.4
2026-09-01 15:56:32,490,531.09,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.4,105.6
2026-09-01 15:56:33,548,582.11,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:56:33,452,497.65,PURE MILK (UNADULTERATED),75.0,6.72,99,5.41,Safe for Consumption,4.9,141.6
2026-09-01 15:56:34,548,582.11,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:56:34,510,548.68,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.6,86.4
2026-09-01 15:56:35,514,552.2,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.4,81.6
2026-09-01 15:56:35,494,534.6,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.3,103.2
2026-09-01 15:56:36,451,496.77,PURE MILK (UNADULTERATED),75.0,6.71,99,5.37,Safe for Consumption,4.8,139.2
2026-09-01 15:56:37,521,558.36,PURE MILK (UNADULTERATED),75.0,6.63,94,6.5,Safe for Consumption,2.1,74.4
2026-09-01 15:56:37,522,559.24,PURE MILK (UNADULTERATED),75.0,6.63,94,6.5,Safe for Consumption,2.0,72.0
2026-09-01 15:56:38,505,544.28,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.8,91.2
2026-09-01 15:56:38,518,555.72,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.2,76.8
2026-09-01 15:56:39,534,569.79,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.5,60.0
2026-09-01 15:56:39,520,557.48,PURE MILK (UNADULTERATED),75.0,6.63,94,6.5,Safe for Consumption,2.1,74.4
2026-09-01 15:56:40,512,550.44,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.5,84.0
2026-09-01 15:56:40,485,526.69,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.7,112.8
2026-09-01 15:56:41,526,562.76,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,1.9,69.6
2026-09-01 15:56:41,498,538.12,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.1,98.4
2026-09-01 15:56:42,509,547.8,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.6,86.4
2026-09-01 15:56:42,523,560.12,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,2.0,72.0
2026-09-01 15:56:43,503,542.52,PURE MILK (UNADULTERATED),75.0,6.66,95,6.5,Safe for Consumption,2.9,93.6
2026-09-01 15:56:43,539,574.19,PURE MILK (UNADULTERATED),55.0,6.61,92,6.5,Safe for Consumption,1.3,55.2
2026-09-01 15:56:44,475,517.89,PURE MILK (UNADULTERATED),75.0,6.69,98,6.22,Safe for Consumption,4.1,122.4
2026-09-01 15:56:44,488,529.33,PURE MILK (UNADULTERATED),75.0,6.67,97,6.5,Safe for Consumption,3.5,108.0
2026-09-01 15:56:45,494,534.6,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.3,103.2
2026-09-01 15:56:45,458,502.93,PURE MILK (UNADULTERATED),75.0,6.72,99,5.62,Safe for Consumption,4.9,141.6
2026-09-01 15:56:46,456,501.17,PURE MILK (UNADULTERATED),75.0,6.72,99,5.55,Safe for Consumption,4.9,141.6
2026-09-01 15:56:46,538,573.31,PURE MILK (UNADULTERATED),55.0,6.61,92,6.5,Safe for Consumption,1.3,55.2
2026-09-01 15:56:47,452,497.65,PURE MILK (UNADULTERATED),75.0,6.72,99,5.41,Safe for Consumption,4.9,141.6
2026-09-01 15:56:47,532,568.04,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.6,62.4
2026-09-01 15:56:48,503,542.52,PURE MILK (UNADULTERATED),75.0,6.66,95,6.5,Safe for Consumption,2.9,93.6
2026-09-01 15:56:48,454,499.41,PURE MILK (UNADULTERATED),75.0,6.72,99,5.48,Safe for Consumption,5.0,144.0
2026-09-01 15:56:49,472,515.25,PURE MILK (UNADULTERATED),75.0,6.7,98,6.11,Safe for Consumption,4.2,124.8
2026-09-01 15:56:49,496,536.36,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.2,100.8
2026-09-01 15:56:50,513,551.32,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.4,81.6
2026-09-01 15:56:50,467,510.85,PURE MILK (UNADULTERATED),75.0,6.71,98,5.93,Safe for Consumption,4.5,132.0
2026-09-01 15:56:51,542,576.83,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:56:51,464,508.21,PURE MILK (UNADULTERATED),75.0,6.71,99,5.83,Safe for Consumption,4.6,134.4
2026-09-01 15:56:52,531,567.16,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.6,62.4
2026-09-01 15:56:52,521,558.36,PURE MILK (UNADULTERATED),75.0,6.63,94,6.5,Safe for Consumption,2.1,74.4
2026-09-01 15:56:53,542,576.83,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:56:53,544,578.59,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:56:54,450,495.89,PURE MILK (UNADULTERATED),75.0,6.71,99,5.34,Safe for Consumption,4.8,139.2
2026-09-01 15:56:54,537,572.43,PURE MILK (UNADULTERATED),55.0,6.61,92,6.5,Safe for Consumption,1.4,57.6
2026-09-01 15:56:55,452,497.65,PURE MILK (UNADULTERATED),75.0,6.72,99,5.41,Safe for Consumption,4.9,141.6
2026-09-01 15:56:55,458,502.93,PURE MILK (UNADULTERATED),75.0,6.72,99,5.62,Safe for Consumption,4.9,141.6
2026-09-01 15:56:56,499,539.0,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.0,96.0
2026-09-01 15:56:57,547,581.23,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:56:57,528,564.52,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.8,67.2
2026-09-01 15:56:58,549,582.99,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:56:58,524,561.0,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,2.0,72.0
2026-09-01 15:56:59,515,553.08,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.3,79.2
2026-09-01 15:56:59,546,580.35,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:57:00,461,505.57,PURE MILK (UNADULTERATED),75.0,6.71,99,5.72,Safe for Consumption,4.7,136.8
2026-09-01 15:57:00,482,524.05,PURE MILK (UNADULTERATED),75.0,6.68,97,6.46,Safe for Consumption,3.8,115.2
2026-09-01 15:57:01,459,503.81,PURE MILK (UNADULTERATED),75.0,6.71,99,5.65,Safe for Consumption,4.8,139.2
2026-09-01 15:57:01,543,577.71,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:57:02,522,559.24,PURE MILK (UNADULTERATED),75.0,6.63,94,6.5,Safe for Consumption,2.0,72.0
2026-09-01 15:57:02,467,510.85,PURE MILK (UNADULTERATED),75.0,6.71,98,5.93,Safe for Consumption,4.5,132.0
2026-09-01 15:57:03,502,541.64,PURE MILK (UNADULTERATED),75.0,6.66,95,6.5,Safe for Consumption,2.9,93.6
2026-09-01 15:57:03,542,576.83,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:57:04,464,508.21,PURE MILK (UNADULTERATED),75.0,6.71,99,5.83,Safe for Consumption,4.6,134.4
2026-09-01 15:57:04,511,549.56,PURE MILK (UNADULTERATED),75.0,6.64,95,6.5,Safe for Consumption,2.5,84.0
2026-09-01 15:57:05,545,579.47,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:57:05,515,553.08,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.3,79.2
2026-09-01 15:57:06,453,498.53,PURE MILK (UNADULTERATED),75.0,6.72,99,5.44,Safe for Consumption,4.9,141.6
2026-09-01 15:57:06,529,565.4,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.7,64.8
2026-09-01 15:57:07,478,520.53,PURE MILK (UNADULTERATED),75.0,6.69,97,6.32,Safe for Consumption,4.0,120.0
2026-09-01 15:57:07,519,556.6,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.2,76.8
2026-09-01 15:57:08,451,496.77,PURE MILK (UNADULTERATED),75.0,6.71,99,5.37,Safe for Consumption,4.8,139.2
2026-09-01 15:57:08,486,527.57,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.6,110.4
2026-09-01 15:57:09,497,537.24,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.1,98.4
2026-09-01 15:57:09,450,495.89,PURE MILK (UNADULTERATED),75.0,6.71,99,5.34,Safe for Consumption,4.8,139.2
2026-09-01 15:57:10,457,502.05,PURE MILK (UNADULTERATED),75.0,6.72,99,5.58,Safe for Consumption,4.9,141.6
2026-09-01 15:57:10,460,504.69,PURE MILK (UNADULTERATED),75.0,6.71,99,5.69,Safe for Consumption,4.8,139.2
2026-09-01 15:57:11,515,553.08,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.3,79.2
2026-09-01 15:57:11,474,517.01,PURE MILK (UNADULTERATED),75.0,6.69,98,6.18,Safe for Consumption,4.1,122.4
2026-09-01 15:57:12,481,523.17,PURE MILK (UNADULTERATED),75.0,6.68,97,6.43,Safe for Consumption,3.8,115.2
2026-09-01 15:57:12,452,497.65,PURE MILK (UNADULTERATED),75.0,6.72,99,5.41,Safe for Consumption,4.9,141.6
2026-09-01 15:57:13,456,501.17,PURE MILK (UNADULTERATED),75.0,6.72,99,5.55,Safe for Consumption,4.9,141.6
2026-09-01 15:57:13,467,510.85,PURE MILK (UNADULTERATED),75.0,6.71,98,5.93,Safe for Consumption,4.5,132.0
2026-09-01 15:57:14,533,568.91,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.6,62.4
2026-09-01 15:57:14,508,546.92,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.7,88.8
2026-09-01 15:57:15,549,582.99,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:57:15,497,537.24,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.1,98.4
2026-09-01 15:57:16,528,564.52,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.8,67.2
2026-09-01 15:57:17,474,517.01,PURE MILK (UNADULTERATED),75.0,6.69,98,6.18,Safe for Consumption,4.1,122.4
2026-09-01 15:57:17,512,550.44,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.5,84.0
2026-09-01 15:57:18,524,561.0,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,2.0,72.0
2026-09-01 15:57:18,451,496.77,PURE MILK (UNADULTERATED),75.0,6.71,99,5.37,Safe for Consumption,4.8,139.2
2026-09-01 15:57:19,520,557.48,PURE MILK (UNADULTERATED),75.0,6.63,94,6.5,Safe for Consumption,2.1,74.4
2026-09-01 15:57:19,542,576.83,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:57:20,493,533.72,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.3,103.2
2026-09-01 15:57:20,500,539.88,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.0,96.0
2026-09-01 15:57:21,498,538.12,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.1,98.4
2026-09-01 15:57:21,521,558.36,PURE MILK (UNADULTERATED),75.0,6.63,94,6.5,Safe for Consumption,2.1,74.4
2026-09-01 15:57:22,524,561.0,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,2.0,72.0
2026-09-01 15:57:22,476,518.77,PURE MILK (UNADULTERATED),75.0,6.69,98,6.25,Safe for Consumption,4.1,122.4
2026-09-01 15:57:23,477,519.65,PURE MILK (UNADULTERATED),75.0,6.69,98,6.29,Safe for Consumption,4.0,120.0
2026-09-01 15:57:23,498,538.12,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.1,98.4
2026-09-01 15:57:24,470,513.49,PURE MILK (UNADULTERATED),75.0,6.7,98,6.04,Safe for Consumption,4.3,127.2
2026-09-01 15:57:24,456,501.17,PURE MILK (UNADULTERATED),75.0,6.72,99,5.55,Safe for Consumption,4.9,141.6
2026-09-01 15:57:25,458,502.93,PURE MILK (UNADULTERATED),75.0,6.72,99,5.62,Safe for Consumption,4.9,141.6
2026-09-01 15:57:25,492,532.84,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.4,105.6
2026-09-01 15:57:26,524,561.0,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,2.0,72.0
2026-09-01 15:57:26,536,571.55,PURE MILK (UNADULTERATED),55.0,6.61,92,6.5,Safe for Consumption,1.4,57.6
2026-09-01 15:57:27,549,582.99,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:57:27,458,502.93,PURE MILK (UNADULTERATED),75.0,6.72,99,5.62,Safe for Consumption,4.9,141.6
2026-09-01 15:57:28,515,553.08,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.3,79.2
2026-09-01 15:57:28,486,527.57,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.6,110.4
2026-09-01 15:57:29,528,564.52,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.8,67.2
2026-09-01 15:57:29,501,540.76,PURE MILK (UNADULTERATED),75.0,6.66,95,6.5,Safe for Consumption,3.0,96.0
2026-09-01 15:57:30,475,517.89,PURE MILK (UNADULTERATED),75.0,6.69,98,6.22,Safe for Consumption,4.1,122.4
2026-09-01 15:57:30,488,529.33,PURE MILK (UNADULTERATED),75.0,6.67,97,6.5,Safe for Consumption,3.5,108.0
2026-09-01 15:57:31,476,518.77,PURE MILK (UNADULTERATED),75.0,6.69,98,6.25,Safe for Consumption,4.1,122.4
2026-09-01 15:57:31,509,547.8,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.6,86.4
2026-09-01 15:57:32,548,582.11,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:57:32,545,579.47,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:57:33,467,510.85,PURE MILK (UNADULTERATED),75.0,6.71,98,5.93,Safe for Consumption,4.5,132.0
2026-09-01 15:57:33,494,534.6,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.3,103.2
2026-09-01 15:57:34,488,529.33,PURE MILK (UNADULTERATED),75.0,6.67,97,6.5,Safe for Consumption,3.5,108.0
2026-09-01 15:57:34,536,571.55,PURE MILK (UNADULTERATED),55.0,6.61,92,6.5,Safe for Consumption,1.4,57.6
2026-09-01 15:57:35,503,542.52,PURE MILK (UNADULTERATED),75.0,6.66,95,6.5,Safe for Consumption,2.9,93.6
2026-09-01 15:57:35,533,568.91,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.6,62.4
2026-09-01 15:57:36,498,538.12,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.1,98.4
2026-09-01 15:57:37,548,582.11,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 15:57:37,453,498.53,PURE MILK (UNADULTERATED),75.0,6.72,99,5.44,Safe for Consumption,4.9,141.6
2026-09-01 15:57:38,461,505.57,PURE MILK (UNADULTERATED),75.0,6.71,99,5.72,Safe for Consumption,4.7,136.8
2026-09-01 15:57:38,479,521.41,PURE MILK (UNADULTERATED),75.0,6.69,97,6.36,Safe for Consumption,3.9,117.6
2026-09-01 15:57:39,497,537.24,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.1,98.4
2026-09-01 15:57:39,483,524.93,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.8,115.2
2026-09-01 15:57:40,522,559.24,PURE MILK (UNADULTERATED),75.0,6.63,94,6.5,Safe for Consumption,2.0,72.0
2026-09-01 15:57:40,523,560.12,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,2.0,72.0
2026-09-01 15:57:41,504,543.4,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.8,91.2
2026-09-01 15:57:41,527,563.64,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.8,67.2
2026-09-01 15:57:42,528,564.52,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.8,67.2
2026-09-01 15:57:42,450,495.89,PURE MILK (UNADULTERATED),75.0,6.71,99,5.34,Safe for Consumption,4.8,139.2
2026-09-01 15:57:43,475,517.89,PURE MILK (UNADULTERATED),75.0,6.69,98,6.22,Safe for Consumption,4.1,122.4
2026-09-01 15:57:43,494,534.6,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.3,103.2
