Sample_ID,Milk_Status,Storage_Condition,Age_Hours,Temperature_C,Est_Fat_Percent,Predicted_pH,Frequency_Hz,Impedance_Ohms,Phase_Angle_Deg,Bio_Impedance_Ratio,Hrs_Until_Ruined_Without_Fridge,Hrs_Until_Ruined_With_Fridge
PURE_5,Pure_Milk,Refrigerated,76.9,5.5,4.42,6.24,5000,691.59,-16.41,0.8,3.3,91.1
PURE_5,Pure_Milk,Refrigerated,76.9,5.5,4.42,6.24,10000,673.06,-18.42,0.8,3.3,91.1
PURE_5,Pure_Milk,Refrigerated,76.9,5.5,4.42,6.24,50000,613.77,-19.31,0.8,3.3,91.1
PURE_5,Pure_Milk,Refrigerated,76.9,5.5,4.42,6.24,100000,589.44,-18.96,0.8,3.3,91.1
PURE_6,Pure_Milk,Refrigerated,83.8,2.6,4.81,6.29,1000,782.38,-14.18,0.8,3.0,84.2
PURE_6,Pure_Milk,Refrigerated,83.8,2.6,4.81,6.29,5000,725.26,-15.85,0.8,3.0,84.2
PURE_6,Pure_Milk,Refrigerated,83.8,2.6,4.81,6.29,10000,700.0,-17.82,0.8,3.0,84.2
PURE_6,Pure_Milk,Refrigerated,83.8,2.6,4.81,6.29,50000,643.8,-19.48,0.8,3.0,84.2
PURE_6,Pure_Milk,Refrigerated,83.8,2.6,4.81,6.29,100000,625.23,-20.21,0.8,3.0,84.2
PURE_7,Pure_Milk,Refrigerated,97.1,5.6,3.95,6.14,1000,731.48,-16.46,0.8,2.5,70.9
PURE_7,Pure_Milk,Refrigerated,97.1,5.6,3.95,6.14,5000,681.67,-16.49,0.8,2.5,70.9
PURE_7,Pure_Milk,Refrigerated,97.1,5.6,3.95,6.14,10000,659.05,-17.73,0.8,2.5,70.9
PURE_7,Pure_Milk,Refrigerated,97.1,5.6,3.95,6.14,50000,605.02,-19.67,0.8,2.5,70.9
PURE_7,Pure_Milk,Refrigerated,97.1,5.6,3.95,6.14,100000,585.12,-20.8,0.8,2.5,70.9
PURE_8,Pure_Milk,Room_Temp,0.9,23.9,4.67,6.68,1000,548.12,-15.03,0.8,5.1,142.1
PURE_8,Pure_Milk,Room_Temp,0.9,23.9,4.67,6.68,5000,511.47,-17.8,0.8,5.1,142.1
PURE_8,Pure_Milk,Room_Temp,0.9,23.9,4.67,6.68,10000,491.82,-17.04,0.8,5.1,142.1
PURE_8,Pure_Milk,Room_Temp,0.9,23.9,4.67,6.68,50000,454.89,-18.9,0.8,5.1,142.1
PURE_8,Pure_Milk,Room_Temp,0.9,23.9,4.67,6.68,100000,438.36,-20.24,0.8,5.1,142.1
PURE_9,Pure_Milk,Room_Temp,1.3,23.6,4.47,6.79,1000,550.31,-16.15,0.8,4.7,132.3
PURE_9,Pure_Milk,Room_Temp,1.3,23.6,4.47,6.79,5000,508.87,-15.97,0.8,4.7,132.3
PURE_9,Pure_Milk,Room_Temp,1.3,23.6,4.47,6.79,10000,492.3,-16.12,0.8,4.7,132.3
PURE_9,Pure_Milk,Room_Temp,1.3,23.6,4.47,6.79,50000,458.35,-17.86,0.8,4.7,132.3
PURE_9,Pure_Milk,Room_Temp,1.3,23.6,4.47,6.79,100000,437.26,-19.92,0.8,4.7,132.3
PURE_10,Pure_Milk,Room_Temp,0.8,25.0,5.09,6.77,1000,538.5,-15.68,0.8,5.2,144.5
PURE_10,Pure_Milk,Room_Temp,0.8,25.0,5.09,6.77,5000,504.68,-16.14,0.8,5.2,144.5
PURE_10,Pure_Milk,Room_Temp,0.8,25.0,5.09,6.77,10000,485.18,-17.77,0.8,5.2,144.5
PURE_10,Pure_Milk,Room_Temp,0.8,25.0,5.09,6.77,50000,448.55,-18.63,0.8,5.2,144.5
PURE_10,Pure_Milk,Room_Temp,0.8,25.0,5.09,6.77,100000,435.05,-19.93,0.8,5.2,144.5
PURE_11,Pure_Milk,Room_Temp,1.8,23.5,5.77,6.77,1000,567.9,-16.23,0.8,4.2,118.4
PURE_11,Pure_Milk,Room_Temp,1.8,23.5,5.77,6.77,5000,527.15,-15.44,0.8,4.2,118.4
PURE_11,Pure_Milk,Room_Temp,1.8,23.5,5.77,6.77,10000,506.43,-17.32,0.8,4.2,118.4
PURE_11,Pure_Milk,Room_Temp,1.8,23.5,5.77,6.77,50000,470.59,-18.47,0.8,4.2,118.4
PURE_11,Pure_Milk,Room_Temp,1.8,23.5,5.77,6.77,100000,450.55,-21.32,0.8,4.2,118.4
PURE_12,Pure_Milk,Refrigerated,101.8,5.4,4.21,6.27,1000,739.58,-13.9,0.8,2.4,66.2
PURE_12,Pure_Milk,Refrigerated,101.8,5.4,4.21,6.27,5000,682.97,-15.58,0.8,2.4,66.2
PURE_12,Pure_Milk,Refrigerated,101.8,5.4,4.21,6.27,10000,662.48,-18.59,0.8,2.4,66.2
PURE_12,Pure_Milk,Refrigerated,101.8,5.4,4.21,6.27,50000,607.08,-20.05,0.8,2.4,66.2
PURE_12,Pure_Milk,Refrigerated,101.8,5.4,4.21,6.27,100000,590.61,-20.38,0.8,2.4,66.2
PURE_13,Pure_Milk,Refrigerated,89.8,4.6,5.55,6.28,1000,767.85,-14.85,0.8,2.8,78.2
PURE_13,Pure_Milk,Refrigerated,89.8,4.6,5.55,6.28,5000,713.06,-17.52,0.8,2.8,78.2
PURE_13,Pure_Milk,Refrigerated,89.8,4.6,5.55,6.28,10000,694.39,-17.74,0.8,2.8,78.2
PURE_13,Pure_Milk,Refrigerated,89.8,4.6,5.55,6.28,50000,641.26,-18.71,0.8,2.8,78.2
PURE_13,Pure_Milk,Refrigerated,89.8,4.6,5.55,6.28,100000,621.14,-19.91,0.8,2.8,78.2
PURE_14,Pure_Milk,Refrigerated,103.8,2.9,4.5,6.2,1000,769.74,-14.81,0.8,2.3,64.2
PURE_14,Pure_Milk,Refrigerated,103.8,2.9,4.5,6.2,5000,717.17,-17.1,0.8,2.3,64.2
PURE_14,Pure_Milk,Refrigerated,103.8,2.9,4.5,6.2,10000,694.0,-19.44,0.8,2.3,64.2
PURE_14,Pure_Milk,Refrigerated,103.8,2.9,4.5,6.2,50000,639.66,-19.2,0.8,2.3,64.2
PURE_14,Pure_Milk,Refrigerated,103.8,2.9,4.5,6.2,100000,615.38,-20.48,0.8,2.3,64.2
PURE_15,Pure_Milk,Refrigerated,102.3,3.3,3.51,6.2,1000,749.38,-14.61,0.8,2.3,65.7
PURE_15,Pure_Milk,Refrigerated,102.3,3.3,3.51,6.2,5000,694.91,-16.59,0.8,2.3,65.7
PURE_15,Pure_Milk,Refrigerated,102.3,3.3,3.51,6.2,10000,674.24,-18.64,0.8,2.3,65.7
PURE_15,Pure_Milk,Refrigerated,102.3,3.3,3.51,6.2,50000,622.49,-18.69,0.8,2.3,65.7
PURE_15,Pure_Milk,Refrigerated,102.3,3.3,3.51,6.2,100000,601.39,-18.95,0.8,2.3,65.7
PURE_16,Pure_Milk,Refrigerated,66.8,3.2,4.26,6.32,1000,761.36,-14.8,0.8,3.6,101.2
PURE_16,Pure_Milk,Refrigerated,66.8,3.2,4.26,6.32,5000,708.39,-16.88,0.8,3.6,101.2
PURE_16,Pure_Milk,Refrigerated,66.8,3.2,4.26,6.32,10000,683.42,-15.5,0.8,3.6,101.2
PURE_16,Pure_Milk,Refrigerated,66.8,3.2,4.26,6.32,50000,630.82,-18.05,0.8,3.6,101.2
PURE_16,Pure_Milk,Refrigerated,66.8,3.2,4.26,6.32,100000,610.56,-19.86,0.8,3.6,101.2
PURE_17,Pure_Milk,Room_Temp,0.3,26.3,4.08,6.62,1000,518.44,-14.87,0.8,5.7,160.1
PURE_17,Pure_Milk,Room_Temp,0.3,26.3,4.08,6.62,5000,480.4,-18.02,0.8,5.7,160.1
PURE_17,Pure_Milk,Room_Temp,0.3,26.3,4.08,6.62,10000,468.56,-15.66,0.8,5.7,160.1
PURE_17,Pure_Milk,Room_Temp,0.3,26.3,4.08,6.62,50000,430.49,-18.42,0.8,5.7,160.1
PURE_17,Pure_Milk,Room_Temp,0.3,26.3,4.08,6.62,100000,412.28,-19.56,0.8,5.7,160.1
PURE_18,Pure_Milk,Refrigerated,5.9,3.6,4.3,6.72,1000,757.72,-15.58,0.8,5.8,162.1
PURE_18,Pure_Milk,Refrigerated,5.9,3.6,4.3,6.72,5000,705.85,-17.54,0.8,5.8,162.1
PURE_18,Pure_Milk,Refrigerated,5.9,3.6,4.3,6.72,10000,682.53,-17.34,0.8,5.8,162.1
PURE_18,Pure_Milk,Refrigerated,5.9,3.6,4.3,6.72,50000,629.97,-18.42,0.8,5.8,162.1
PURE_18,Pure_Milk,Refrigerated,5.9,3.6,4.3,6.72,100000,606.71,-20.2,0.8,5.8,162.1
PURE_19,Pure_Milk,Room_Temp,3.3,24.1,5.86,6.73,1000,564.31,-13.97,0.8,2.7,74.6
PURE_19,Pure_Milk,Room_Temp,3.3,24.1,5.86,6.73,5000,517.88,-17.23,0.8,2.7,74.6
PURE_19,Pure_Milk,Room_Temp,3.3,24.1,5.86,6.73,10000,506.59,-18.21,0.8,2.7,74.6
PURE_19,Pure_Milk,Room_Temp,3.3,24.1,5.86,6.73,50000,465.8,-18.47,0.8,2.7,74.6
PURE_19,Pure_Milk,Room_Temp,3.3,24.1,5.86,6.73,100000,446.2,-20.06,0.8,2.7,74.6
PURE_20,Pure_Milk,Refrigerated,97.0,3.4,4.39,6.24,1000,762.38,-14.48,0.8,2.5,71.0
PURE_20,Pure_Milk,Refrigerated,97.0,3.4,4.39,6.24,5000,716.07,-16.66,0.8,2.5,71.0
PURE_20,Pure_Milk,Refrigerated,97.0,3.4,4.39,6.24,10000,688.67,-15.96,0.8,2.5,71.0
PURE_20,Pure_Milk,Refrigerated,97.0,3.4,4.39,6.24,50000,634.08,-18.32,0.8,2.5,71.0
PURE_20,Pure_Milk,Refrigerated,97.0,3.4,4.39,6.24,100000,611.64,-18.97,0.8,2.5,71.0
PURE_21,Pure_Milk,Room_Temp,3.3,24.8,4.64,6.77,1000,538.31,-15.11,0.8,2.7,76.9
PURE_21,Pure_Milk,Room_Temp,3.3,24.8,4.64,6.77,5000,498.89,-16.54,0.8,2.7,76.9
PURE_21,Pure_Milk,Room_Temp,3.3,24.8,4.64,6.77,10000,485.46,-17.96,0.8,2.7,76.9
PURE_21,Pure_Milk,Room_Temp,3.3,24.8,4.64,6.77,50000,444.88,-19.6,0.8,2.7,76.9
PURE_21,Pure_Milk,Room_Temp,3.3,24.8,4.64,6.77,100000,431.85,-18.55,0.8,2.7,76.9
PURE_22,Pure_Milk,Room_Temp,0.3,24.7,5.9,6.71,1000,557.81,-16.87,0.8,5.7,159.8
PURE_22,Pure_Milk,Room_Temp,0.3,24.7,5.9,6.71,5000,518.92,-16.22,0.8,5.7,159.8
PURE_22,Pure_Milk,Room_Temp,0.3,24.7,5.9,6.71,10000,498.27,-18.05,0.8,5.7,159.8
PURE_22,Pure_Milk,Room_Temp,0.3,24.7,5.9,6.71,50000,462.34,-19.02,0.8,5.7,159.8
PURE_22,Pure_Milk,Room_Temp,0.3,24.7,5.9,6.71,100000,440.49,-19.64,0.8,5.7,159.8
PURE_23,Pure_Milk,Room_Temp,3.8,26.0,3.31,6.76,1000,511.74,-14.98,0.8,2.2,62.2
PURE_23,Pure_Milk,Room_Temp,3.8,26.0,3.31,6.76,5000,474.91,-17.06,0.8,2.2,62.2
PURE_23,Pure_Milk,Room_Temp,3.8,26.0,3.31,6.76,10000,458.86,-17.63,0.8,2.2,62.2
PURE_23,Pure_Milk,Room_Temp,3.8,26.0,3.31,6.76,50000,422.82,-18.65,0.8,2.2,62.2
PURE_23,Pure_Milk,Room_Temp,3.8,26.0,3.31,6.76,100000,405.67,-17.91,0.8,2.2,62.2
PURE_24,Pure_Milk,Room_Temp,3.1,25.2,3.64,6.77,1000,520.72,-14.75,0.8,2.9,82.5
PURE_24,Pure_Milk,Room_Temp,3.1,25.2,3.64,6.77,5000,485.61,-15.07,0.8,2.9,82.5
PURE_24,Pure_Milk,Room_Temp,3.1,25.2,3.64,6.77,10000,471.05,-17.0,0.8,2.9,82.5
PURE_24,Pure_Milk,Room_Temp,3.1,25.2,3.64,6.77,50000,432.93,-19.19,0.8,2.9,82.5
PURE_24,Pure_Milk,Room_Temp,3.1,25.2,3.64,6.77,100000,414.25,-20.38,0.8,2.9,82.5
PURE_25,Pure_Milk,Room_Temp,4.1,25.8,3.24,6.6,1000,512.68,-15.48,0.8,1.9,52.4
PURE_25,Pure_Milk,Room_Temp,4.1,25.8,3.24,6.6,5000,473.37,-15.39,0.8,1.9,52.4
PURE_25,Pure_Milk,Room_Temp,4.1,25.8,3.24,6.6,10000,455.26,-15.93,0.8,1.9,52.4
PURE_25,Pure_Milk,Room_Temp,4.1,25.8,3.24,6.6,50000,423.05,-19.25,0.8,1.9,52.4
PURE_25,Pure_Milk,Room_Temp,4.1,25.8,3.24,6.6,100000,406.93,-20.05,0.8,1.9,52.4
PURE_26,Pure_Milk,Refrigerated,92.3,5.3,5.23,6.27,1000,755.67,-16.42,0.8,2.7,75.7
PURE_26,Pure_Milk,Refrigerated,92.3,5.3,5.23,6.27,5000,702.16,-16.79,0.8,2.7,75.7
PURE_26,Pure_Milk,Refrigerated,92.3,5.3,5.23,6.27,10000,675.94,-16.36,0.8,2.7,75.7
PURE_26,Pure_Milk,Refrigerated,92.3,5.3,5.23,6.27,50000,624.38,-18.65,0.8,2.7,75.7
PURE_26,Pure_Milk,Refrigerated,92.3,5.3,5.23,6.27,100000,605.06,-19.71,0.8,2.7,75.7
PURE_27,Pure_Milk,Room_Temp,4.8,25.1,4.89,6.71,1000,541.97,-15.77,0.8,1.2,32.2
PURE_27,Pure_Milk,Room_Temp,4.8,25.1,4.89,6.71,5000,501.83,-16.56,0.8,1.2,32.2
PURE_27,Pure_Milk,Room_Temp,4.8,25.1,4.89,6.71,10000,488.28,-18.31,0.8,1.2,32.2
PURE_27,Pure_Milk,Room_Temp,4.8,25.1,4.89,6.71,50000,444.64,-19.85,0.8,1.2,32.2
PURE_27,Pure_Milk,Room_Temp,4.8,25.1,4.89,6.71,100000,425.88,-20.53,0.8,1.2,32.2
PURE_28,Pure_Milk,Refrigerated,32.6,3.4,3.78,6.53,1000,755.33,-16.49,0.8,4.8,135.4
PURE_28,Pure_Milk,Refrigerated,32.6,3.4,3.78,6.53,5000,698.03,-17.15,0.8,4.8,135.4
PURE_28,Pure_Milk,Refrigerated,32.6,3.4,3.78,6.53,10000,680.06,-19.23,0.8,4.8,135.4
PURE_28,Pure_Milk,Refrigerated,32.6,3.4,3.78,6.53,50000,624.42,-18.21,0.8,4.8,135.4
PURE_28,Pure_Milk,Refrigerated,32.6,3.4,3.78,6.53,100000,600.88,-21.17,0.8,4.8,135.4
PURE_29,Pure_Milk,Refrigerated,97.5,5.9,3.45,6.23,1000,720.77,-15.09,0.8,2.5,70.5
PURE_29,Pure_Milk,Refrigerated,97.5,5.9,3.45,6.23,5000,670.3,-16.47,0.8,2.5,70.5
PURE_29,Pure_Milk,Refrigerated,97.5,5.9,3.45,6.23,10000,643.17,-18.4,0.8,2.5,70.5
PURE_29,Pure_Milk,Refrigerated,97.5,5.9,3.45,6.23,50000,597.53,-19.3,0.8,2.5,70.5
PURE_29,Pure_Milk,Refrigerated,97.5,5.9,3.45,6.23,100000,576.59,-19.7,0.8,2.5,70.5
PURE_30,Pure_Milk,Room_Temp,3.8,26.7,4.76,6.73,1000,518.03,-13.64,0.8,2.2,62.3
PURE_30,Pure_Milk,Room_Temp,3.8,26.7,4.76,6.73,5000,481.54,-17.4,0.8,2.2,62.3
PURE_30,Pure_Milk,Room_Temp,3.8,26.7,4.76,6.73,10000,465.69,-18.44,0.8,2.2,62.3
PURE_30,Pure_Milk,Room_Temp,3.8,26.7,4.76,6.73,50000,431.75,-19.51,0.8,2.2,62.3
PURE_30,Pure_Milk,Room_Temp,3.8,26.7,4.76,6.73,100000,408.49,-20.27,0.8,2.2,62.3
PURE_31,Pure_Milk,Room_Temp,2.6,26.4,4.66,6.7,1000,520.27,-14.03,0.8,3.4,93.8
PURE_31,Pure_Milk,Room_Temp,2.6,26.4,4.66,6.7,5000,485.66,-15.38,0.8,3.4,93.8
PURE_31,Pure_Milk,Room_Temp,2.6,26.4,4.66,6.7,10000,466.76,-16.81,0.8,3.4,93.8
PURE_31,Pure_Milk,Room_Temp,2.6,26.4,4.66,6.7,50000,434.41,-21.01,0.8,3.4,93.8
PURE_31,Pure_Milk,Room_Temp,2.6,26.4,4.66,6.7,100000,414.25,-22.04,0.8,3.4,93.8
PURE_32,Pure_Milk,Room_Temp,3.7,25.2,4.35,6.76,1000,530.65,-16.88,0.8,2.3,65.5
PURE_32,Pure_Milk,Room_Temp,3.7,25.2,4.35,6.76,5000,495.09,-16.1,0.8,2.3,65.5
PURE_32,Pure_Milk,Room_Temp,3.7,25.2,4.35,6.76,10000,479.62,-17.64,0.8,2.3,65.5
PURE_32,Pure_Milk,Room_Temp,3.7,25.2,4.35,6.76,50000,440.39,-19.73,0.8,2.3,65.5
PURE_32,Pure_Milk,Room_Temp,3.7,25.2,4.35,6.76,100000,421.87,-20.6,0.8,2.3,65.5
PURE_33,Pure_Milk,Room_Temp,1.3,23.3,3.39,6.62,1000,536.1,-14.51,0.8,4.7,132.3
PURE_33,Pure_Milk,Room_Temp,1.3,23.3,3.39,6.62,5000,502.17,-17.04,0.8,4.7,132.3
PURE_33,Pure_Milk,Room_Temp,1.3,23.3,3.39,6.62,10000,488.59,-17.82,0.8,4.7,132.3
PURE_33,Pure_Milk,Room_Temp,1.3,23.3,3.39,6.62,50000,445.96,-19.72,0.8,4.7,132.3
PURE_33,Pure_Milk,Room_Temp,1.3,23.3,3.39,6.62,100000,429.01,-20.56,0.8,4.7,132.3
PURE_34,Pure_Milk,Room_Temp,2.8,25.1,4.07,6.76,1000,526.61,-15.82,0.8,3.2,89.9
PURE_34,Pure_Milk,Room_Temp,2.8,25.1,4.07,6.76,5000,489.25,-17.02,0.8,3.2,89.9
PURE_34,Pure_Milk,Room_Temp,2.8,25.1,4.07,6.76,10000,478.55,-17.7,0.8,3.2,89.9
PURE_34,Pure_Milk,Room_Temp,2.8,25.1,4.07,6.76,50000,435.31,-19.21,0.8,3.2,89.9
PURE_34,Pure_Milk,Room_Temp,2.8,25.1,4.07,6.76,100000,422.24,-19.96,0.8,3.2,89.9
PURE_35,Pure_Milk,Room_Temp,1.9,24.9,4.85,6.66,1000,542.21,-15.25,0.8,4.1,114.4
PURE_35,Pure_Milk,Room_Temp,1.9,24.9,4.85,6.66,5000,502.41,-16.44,0.8,4.1,114.4
PURE_35,Pure_Milk,Room_Temp,1.9,24.9,4.85,6.66,10000,491.19,-16.38,0.8,4.1,114.4
PURE_35,Pure_Milk,Room_Temp,1.9,24.9,4.85,6.66,50000,447.11,-20.2,0.8,4.1,114.4
PURE_35,Pure_Milk,Room_Temp,1.9,24.9,4.85,6.66,100000,427.93,-19.8,0.8,4.1,114.4
PURE_36,Pure_Milk,Room_Temp,3.7,23.7,4.69,6.75,1000,550.08,-15.88,0.8,2.3,64.0
PURE_36,Pure_Milk,Room_Temp,3.7,23.7,4.69,6.75,5000,510.09,-17.94,0.8,2.3,64.0
PURE_36,Pure_Milk,Room_Temp,3.7,23.7,4.69,6.75,10000,490.59,-17.89,0.8,2.3,64.0
PURE_36,Pure_Milk,Room_Temp,3.7,23.7,4.69,6.75,50000,455.91,-17.07,0.8,2.3,64.0
PURE_36,Pure_Milk,Room_Temp,3.7,23.7,4.69,6.75,100000,443.07,-19.44,0.8,2.3,64.0
PURE_37,Pure_Milk,Room_Temp,3.8,24.7,3.38,6.64,1000,526.23,-16.31,0.8,2.2,62.9
PURE_37,Pure_Milk,Room_Temp,3.8,24.7,3.38,6.64,5000,483.02,-15.81,0.8,2.2,62.9
PURE_37,Pure_Milk,Room_Temp,3.8,24.7,3.38,6.64,10000,471.15,-17.37,0.8,2.2,62.9
PURE_37,Pure_Milk,Room_Temp,3.8,24.7,3.38,6.64,50000,433.79,-19.49,0.8,2.2,62.9
PURE_37,Pure_Milk,Room_Temp,3.8,24.7,3.38,6.64,100000,417.84,-20.63,0.8,2.2,62.9
PURE_38,Pure_Milk,Refrigerated,102.2,2.4,5.42,6.1,1000,793.48,-14.85,0.8,2.3,65.8
PURE_38,Pure_Milk,Refrigerated,102.2,2.4,5.42,6.1,5000,740.12,-16.82,0.8,2.3,65.8
PURE_38,Pure_Milk,Refrigerated,102.2,2.4,5.42,6.1,10000,713.83,-16.67,0.8,2.3,65.8
PURE_38,Pure_Milk,Refrigerated,102.2,2.4,5.42,6.1,50000,653.85,-16.63,0.8,2.3,65.8
PURE_38,Pure_Milk,Refrigerated,102.2,2.4,5.42,6.1,100000,632.65,-19.51,0.8,2.3,65.8
PURE_39,Pure_Milk,Refrigerated,39.5,3.7,4.52,6.45,1000,762.38,-15.9,0.8,4.6,128.5
PURE_39,Pure_Milk,Refrigerated,39.5,3.7,4.52,6.45,5000,709.88,-18.41,0.8,4.6,128.5
PURE_39,Pure_Milk,Refrigerated,39.5,3.7,4.52,6.45,10000,685.54,-18.71,0.8,4.6,128.5
PURE_39,Pure_Milk,Refrigerated,39.5,3.7,4.52,6.45,50000,631.12,-19.2,0.8,4.6,128.5
PURE_39,Pure_Milk,Refrigerated,39.5,3.7,4.52,6.45,100000,607.76,-20.38,0.8,4.6,128.5
PURE_40,Pure_Milk,Room_Temp,2.8,23.8,5.05,6.6,1000,553.4,-16.02,0.8,3.2,89.9
PURE_40,Pure_Milk,Room_Temp,2.8,23.8,5.05,6.6,5000,517.43,-16.28,0.8,3.2,89.9
PURE_40,Pure_Milk,Room_Temp,2.8,23.8,5.05,6.6,10000,497.07,-15.99,0.8,3.2,89.9
PURE_40,Pure_Milk,Room_Temp,2.8,23.8,5.05,6.6,50000,458.48,-20.49,0.8,3.2,89.9
PURE_40,Pure_Milk,Room_Temp,2.8,23.8,5.05,6.6,100000,443.2,-19.65,0.8,3.2,89.9
PURE_41,Pure_Milk,Refrigerated,101.2,2.6,5.39,6.13,1000,788.43,-15.32,0.8,2.4,66.8
PURE_41,Pure_Milk,Refrigerated,101.2,2.6,5.39,6.13,5000,735.0,-15.71,0.8,2.4,66.8
PURE_41,Pure_Milk,Refrigerated,101.2,2.6,5.39,6.13,10000,705.75,-17.14,0.8,2.4,66.8
PURE_41,Pure_Milk,Refrigerated,101.2,2.6,5.39,6.13,50000,654.47,-18.3,0.8,2.4,66.8
PURE_41,Pure_Milk,Refrigerated,101.2,2.6,5.39,6.13,100000,630.76,-18.7,0.8,2.4,66.8
PURE_42,Pure_Milk,Refrigerated,108.1,4.5,4.62,6.15,1000,751.28,-14.0,0.8,2.1,59.9
PURE_42,Pure_Milk,Refrigerated,108.1,4.5,4.62,6.15,5000,703.6,-19.09,0.8,2.1,59.9
PURE_42,Pure_Milk,Refrigerated,108.1,4.5,4.62,6.15,10000,674.92,-16.07,0.8,2.1,59.9
PURE_42,Pure_Milk,Refrigerated,108.1,4.5,4.62,6.15,50000,629.16,-20.13,0.8,2.1,59.9
PURE_42,Pure_Milk,Refrigerated,108.1,4.5,4.62,6.15,100000,602.23,-19.49,0.8,2.1,59.9
PURE_43,Pure_Milk,Room_Temp,3.1,25.1,5.68,6.74,1000,545.79,-15.85,0.8,2.9,80.1
PURE_43,Pure_Milk,Room_Temp,3.1,25.1,5.68,6.74,5000,510.16,-17.6,0.8,2.9,80.1
PURE_43,Pure_Milk,Room_Temp,3.1,25.1,5.68,6.74,10000,492.18,-17.98,0.8,2.9,80.1
PURE_43,Pure_Milk,Room_Temp,3.1,25.1,5.68,6.74,50000,454.79,-18.91,0.8,2.9,80.1
PURE_43,Pure_Milk,Room_Temp,3.1,25.1,5.68,6.74,100000,439.45,-20.51,0.8,2.9,80.1
PURE_44,Pure_Milk,Room_Temp,2.0,24.8,4.81,6.69,1000,537.56,-12.02,0.8,4.0,113.2
PURE_44,Pure_Milk,Room_Temp,2.0,24.8,4.81,6.69,5000,504.7,-17.22,0.8,4.0,113.2
PURE_44,Pure_Milk,Room_Temp,2.0,24.8,4.81,6.69,10000,485.69,-17.64,0.8,4.0,113.2
PURE_44,Pure_Milk,Room_Temp,2.0,24.8,4.81,6.69,50000,451.33,-18.73,0.8,4.0,113.2
